zip,population,density
33455,22415,157.3
33458,56642,882.3
33460,32688,2553.5
33461,46344,2182.1
33462,33173,1374.7
33463,62043,1929.8
33467,53339,1023.1
33469,15195,488.2
33470,26384,130.9
33471,7155,9.9
33472,20039,568.4
33473,11300,340.9
33476,8618,112.7
33477,13710,807.3
33478,13015,92
33480,10027,925.7
33483,11904,1197.8
33484,26146,1475.2
33486,24146,1552.8
33487,20176,985.3
33493,5543,30.6
33496,21825,869.8
33498,14404,757.8
33503,204,64.5
33510,28176,1435.6
33511,57642,1262.8
33513,12303,51.6
33514,2350,12.9
33521,430,120.3
33523,18387,59.7
33525,20449,61.4
33527,14850,188.8
33534,16487,400.3
33538,4523,19.1
33540,8737,96.4
33541,19900,309.9
33542,21101,769.9
33543,26172,411.3
33544,27606,256.5
33545,18522,183.2
33547,24813,52.9
33548,7063,286.7
33549,18015,530
33556,22978,231.9
33558,22843,446
33559,17731,471.1
33563,27875,666.6
33565,17311,79.3
33566,20602,328.4
33567,12318,105.5
33569,27428,613.5
33570,27821,203.2
33572,18998,346.7
33573,22412,419.5
33576,4654,92.1
33578,49634,657.8
33579,34271,465
33584,27153,457.5
33585,1394,23.8
33592,11068,79.5
33594,35465,1218.5
33596,30015,969.7
33597,8207,23.5
33598,18226,48.8
33602,14409,1744
33603,21044,1782.6
33604,38690,1840
33605,17457,843.3
33606,19466,2087.4
33607,23813,1003.7
33609,18413,1409
33610,45963,848.2
33611,31791,1784.3
33612,49312,1685
33613,34941,1679.5
33614,48029,1835.2
33615,45851,1945.7
33616,16145,1377.5
33617,45652,1860.8
33618,27081,1139.5
33619,39747,502.8
33620,5402,2245.6
33621,2533,76.2
33624,38618,1610.6
33625,26242,1040.7
33626,29964,776.1
33629,25999,1895.9
33634,22733,951.9
33635,18353,1072.9
33637,17345,763.3
33647,67730,626.2
33701,15209,2173.2
33702,30562,1149.8
33703,25457,1818.4
33704,16503,1804.3
33705,27596,1685.1
33706,16294,1678.9
33707,25143,1803.3
33708,16098,1746.4
33709,25455,1955.5
33710,33883,1594.8
33711,20366,1552
33712,25674,1656.6
33713,32350,1756.3
33714,20375,1931
33715,7488,777.6
33716,18043,813.7
33744,145,99.1
33755,25445,1873.6
33756,33649,1670.2
33759,18366,1269.7
33760,17260,1144.5
33761,19744,1318.2
33762,8093,447.9
33763,20195,1985.1
33764,26282,1391.6
33765,14270,1251.3
33767,7714,1557.4
33770,25688,1880.6
33771,30346,1959.3
33772,22517,1708.4
33773,17768,1300.7
33774,19108,1486.8
33776,12872,1388.8
33777,17179,1157.3
33778,14710,1474.9
33781,25059,1502.3
33782,23052,1494.3
33785,5515,1812.6
33786,1632,1198.5
33801,35305,682.2
33803,29675,671.4
33805,25709,332.8
33809,30137,126.5
33810,50302,304.8
33811,21739,291.2
33812,13450,519.9
33813,37211,794.5
33815,14328,743.1
33823,32139,358.5
33825,26526,76.3
33827,2930,38.9
33830,27476,83.7
33834,7695,16
33837,27428,152.3
33838,4178,231.7
33839,3267,369.9
33841,8944,21.2
33843,11136,42.2
33844,35280,130.7
33847,171,81.2
33848,1059,24.9
33849,1191,14.8
33850,7802,157.7
33851,1105,184.8
33852,21202,25.2
33853,12254,527.8
33854,236,531.4
33855,0,25.1
33856,330,1712.1
33857,2071,3.6
33859,10364,90.8
33860,25150,75.6
33865,1078,1.8
33867,393,9.4
33868,12092,27.2
33870,21760,143.6
33872,15778,281.5
33873,13762,47.7
33875,10928,57
33876,4689,56.1
33877,589,46.6
33880,41346,341.2
33881,33463,518.6
33884,32069,555.7
33890,4872,8.1
33896,9746,221.5
33897,19855,154.3
33898,17107,19.4
33901,20950,1208.4
33903,22122,638.3
33904,31859,1215.3
33905,37081,286.3
33907,24198,1217.1
33908,36071,457
33909,31467,496
33912,18402,278.7
33913,23816,65.4
33914,37375,621.5
33916,23438,759.1
33917,29439,200.2
33919,30764,1194.6
33920,5993,31
33921,861,239.8
33922,3731,96.2
33924,200,41
33928,24682,112.4
33930,903,3.6
33931,10675,353.5
33935,21968,23.1
33936,23787,371.9
33944,268,2.1
33945,0,165.1
33946,2325,89.8
33947,8901,218.1
33948,16361,474.6
33950,22017,355.7
33952,33662,992.5
33953,6885,131.8
33954,9294,422.2
33955,11406,71.8
33956,3437,89.2
33957,7224,153.9
33960,719,1.5
33965,1659,422.4
33966,10185,363.2
33967,25041,1156.6
33971,27255,452.5
33972,15299,167.8
33973,14875,1047.8
33974,17119,203.4
33976,18554,522.4
33980,13336,432.7
33981,10729,151.6
33982,11025,8.1
33983,14422,505.7
33990,32901,1158.4
33991,22354,491.7
33993,24856,130.5
34101,0,1
34102,11454,713.7
34103,12802,1363.9
34104,24121,919.1
34105,17248,541.2
34108,16636,839
34109,24662,717.8
34110,24008,514.9
34112,27543,648.4
34113,21409,247.4
34114,16727,26.1
34116,36531,1211.9
34117,15794,77.4
34119,31632,441.9
34120,32502,67.4
34134,13977,472.6
34135,46064,394.5
34137,454,8.9
34138,268,208.1
34139,486,63
34140,437,79.2
34141,67,0.1
34142,30955,17.9
34145,17692,388.6
34201,3930,418.9
34202,23739,321.8
34203,37632,850
34205,32534,1765.6
34207,36738,1840.8
34208,39538,788.7
34209,34794,976.2
34210,17023,682.6
34211,7885,29.4
34212,19301,286
34215,560,672.5
34216,874,755.7
34217,5127,882.1
34219,23792,46.6
34221,44294,277.4
34222,11184,878
34223,17370,226.5
34224,15913,458.6
34228,7233,652.1
34229,7824,462.4
34231,30267,1239
34232,34639,1088.7
34233,17989,1045.4
34234,21865,1150.6
34235,14671,800.6
34236,12920,1356.8
34237,17307,1606.9
34238,19364,507.2
34239,15499,1301.7
34240,11142,65
34241,14675,76.2
34242,7706,957.1
34243,32235,577.2
34251,5922,8.4
34266,32246,18.5
34268,128,617.9
34269,4025,25.9
34275,20074,235
34285,18069,823.1
34286,18625,467.1
34287,27532,590.4
34288,12304,216.7
34289,3734,254.3
34291,6119,208
34292,16054,174.8
34293,37969,278
34420,18107,250
34428,9369,51.8
34429,8272,81.8
34431,7958,27.6
34432,12583,43.8
34433,5957,76.8
34434,7731,128.9
34436,8225,54.2
34442,13953,128.4
34445,0,282.3
34446,16647,201.9
34448,10620,57.2
34449,2966,10.6
34450,10747,154.1
34452,11400,133.1
34453,11427,190.3
34461,10664,84.7
34465,17603,245.1
34470,19856,592.1
34471,24898,492
34472,31632,273.2
34473,19522,171.7
34474,16659,313.9
34475,12882,160.5
34476,22665,216.2
34479,13533,289.1
34480,19029,218.4
34481,19147,102.2
34482,25244,95.4
34484,3604,36.1
34488,10499,41.4
34491,24936,245.4
34498,576,26.5
34601,21847,70.8
34602,7314,42.5
34604,11573,108.9
34606,26274,869
34607,8778,122.3
34608,34476,783.1
34609,41250,644.5
34610,14656,73.8
34613,17433,129
34614,7237,34.2
34637,8209,173.1
34638,26512,162
34639,27522,347.5
34652,23409,1090.2
34653,35015,1099.4
34654,23021,311
34655,39385,318.4
34661,138,42.9
34667,33960,384.5
34668,47309,1059.9
34669,12752,250.8
34677,22152,810.4
34679,103,289.5
34681,775,886.2
34683,33162,1145.9
34684,28784,1522.7
34685,18899,512.4
34688,6497,181.2
34689,27496,949.7
34690,12028,1342.6
34691,20473,992
34695,18096,1274.8
34698,38909,1407.5
34705,2649,54.3
34711,60564,477.5
34714,21743,52.5
34715,17948,177.9
34731,13218,256.8
34734,4225,665.2
34736,18213,42.7
34737,2551,49.6
34739,334,0.9
34741,45920,1053.9
34743,44335,1870
34744,55210,513.5
34746,43249,316
34747,19413,119.2
34748,39230,340.2
34753,5818,379.5
34756,3704,126.5
34758,41094,361.7
34759,39850,158.7
34760,874,648.1
34761,45639,916.7
34762,484,26.3
34769,25018,904.5
34771,17351,66.2
34772,30746,90.9
34773,3771,3.1
34785,34933,88.1
34786,43458,544.6
34787,64723,257.5
34788,16886,184.9
34797,1084,106
34945,5019,8.7
34946,5950,159
34947,13188,488.5
34949,7429,291.2
34950,17027,1163.5
34951,15978,219.9
34952,40063,635.3
34953,69685,997.5
34956,10057,18.3
34957,23078,522.5
34972,20496,8.6
34974,24163,22.7
34981,5139,158.5
34982,25981,563.6
34983,42737,992.8
34984,15663,543.6
34986,26317,462.2
34987,8660,23.1
34990,30101,115.6
34994,16909,920.5
34996,11119,621.4
34997,44018,158.8
35004,11762,222.8
35005,7528,89.3
35006,2927,12.1
35007,26328,270.8
35010,20625,36.9
35013,40,1654.4
35014,4780,18.4
35016,16112,87.1
35019,1991,27.3
35020,26345,549.4
35022,20271,111.3
35023,24293,108.7
35031,8060,23.7
35032,44,159.2
35033,3107,17.3
35034,6030,19.9
35035,1179,8.6
35036,367,138.4
35040,17141,75.7
35042,5961,15
35043,11461,77.7
35044,7351,51.6
35045,14778,48.2
35046,4641,14.7
35049,3366,36.4
35051,9000,31.4
35052,275,292.8
35053,2519,21.1
35054,3777,60.6
35055,20884,117.1
35057,13542,38.4
35058,9234,55.8
35060,332,60.7
35061,1212,282.8
35062,7631,68.4
35063,3671,38.1
35064,11171,1077.7
35068,8072,199.4
35070,258,73.7
35071,16181,106
35072,4901,10.6
35073,2396,34.7
35074,0,640.4
35077,13547,33.7
35078,1919,18.5
35079,9267,32.1
35080,17889,140.6
35082,0,0.3
35083,3353,34.6
35085,9116,33.1
35087,2253,36.4
35089,2034,12.5
35091,3072,159.9
35094,14438,95.2
35096,7610,38.3
35097,2004,85.7
35098,1068,17.6
35111,16893,97.1
35112,280,125.7
35114,8624,223.3
35115,15105,43.7
35116,4372,73.9
35117,5235,77.6
35118,3040,32.6
35119,259,158.4
35120,14055,79.2
35121,15426,41.8
35124,24438,213.9
35125,10941,85
35126,20825,144
35127,10185,397.8
35128,10651,61.5
35130,2892,18.6
35131,4332,17.8
35133,3690,31.2
35135,2128,105.7
35136,2076,3.2
35139,170,49.1
35143,3183,29.9
35146,11870,39.6
35147,6094,31
35148,2444,169.1
35149,413,44.1
35150,17448,113.2
35151,7516,17.4
35160,26312,30.5
35171,3679,43
35172,3177,40
35173,27371,153.1
35175,5714,30.6
35176,902,33.6
35178,3814,22.9
35179,8929,37.1
35180,14092,60
35183,1062,4
35184,4356,15.9
35186,5092,34.2
35187,5,602.8
35188,4001,45.7
35203,2996,725.9
35204,9399,821.6
35205,20109,2100.2
35206,17350,648.6
35207,9102,335.5
35208,13864,1626
35209,27768,1218
35210,13484,212.9
35211,24594,572.4
35212,11896,759.5
35213,13516,802.1
35214,18264,284.3
35215,48483,634.3
35216,37546,1003.3
35217,13286,293.6
35218,7178,1084.1
35221,4803,507.1
35222,9033,815.8
35223,11251,518.5
35224,5168,149.4
35226,35542,679.3
35228,10349,930.2
35229,1219,2116
35233,1715,300.7
35234,5450,684.1
35235,20926,536.5
35242,55122,361.7
35243,17259,551.4
35244,31930,575.8
35254,1574,1266.6
35401,37194,325.2
35404,22783,489.3
35405,45473,305.8
35406,17190,63
35441,1089,6.1
35442,6237,8.1
35443,2157,4.1
35444,3962,9.6
35446,2081,14.2
35447,2898,9.2
35452,3061,28.8
35453,10863,46.2
35456,3461,17.1
35457,0,4.7
35458,595,9
35459,1304,2.5
35460,864,3.3
35461,2120,6.1
35462,4258,6.2
35463,1794,11.1
35464,690,7.7
35466,5567,9
35469,188,4.6
35470,4676,7.9
35473,16305,229.6
35474,6454,11.9
35475,15583,26.1
35476,7473,569.6
35477,171,3.8
35480,1330,7.6
35481,3669,11.9
35490,4206,22.2
35501,9644,80.6
35503,9074,43.9
35504,13160,54.2
35540,2436,12.6
35541,3390,20.7
35542,965,7.1
35543,1285,11.7
35544,476,3.6
35545,122,30.1
35546,3801,6.8
35548,1704,9.2
35549,3512,14.5
35550,5761,32.9
35552,887,6.8
35553,4422,12.7
35554,1054,8.9
35555,9617,12.4
35559,12,33.6
35563,4501,16.1
35564,2112,13.6
35565,13266,18.7
35570,11270,18
35571,811,5.5
35572,1319,5.9
35574,1692,5.8
35575,1043,10.6
35576,2958,7.1
35577,41,3.9
35578,5806,18.9
35579,3513,8.6
35580,3708,18.7
35581,5709,18.3
35582,4444,17.8
35584,387,297.2
35585,1215,13.8
35586,4164,9.5
35587,676,7.5
35592,4655,14.4
35593,1691,6.3
35594,7208,20.8
35601,32666,472.3
35603,31468,167.6
35610,1702,18
35611,25744,85.5
35613,25577,103.1
35614,7638,45.3
35615,245,37.5
35616,3667,7.4
35618,1851,15.7
35619,4428,15.2
35620,9026,31.5
35621,2951,24
35622,7879,29.5
35630,33172,491
35633,20747,38.6
35634,9793,60.8
35640,24570,85.3
35643,3696,14.1
35645,14011,62.9
35646,4734,19.1
35647,1185,16.9
35648,3250,24.2
35649,89,11.8
35650,13992,25.5
35651,1255,9.4
35652,8700,37.8
35653,11043,30
35654,8006,23.6
35660,8986,530.4
35661,16881,114.7
35670,6667,29.1
35671,2185,15.4
35672,6189,18.8
35673,7720,72.2
35674,18690,37.6
35677,1799,6.8
35739,5048,73.3
35740,3219,37.6
35741,2984,48.1
35744,2201,29.9
35745,188,1.7
35746,604,5.7
35747,5231,30.6
35748,7257,29.9
35749,22295,196.1
35750,12294,77.7
35751,237,3.6
35752,2680,16.9
35754,5259,47.6
35755,686,13.2
35756,14202,45.5
35757,16379,412.5
35758,45736,601.6
35759,7606,152.2
35760,4869,37
35761,12568,38.5
35763,18201,130.6
35764,497,7.6
35765,3926,22
35766,123,1.6
35768,11164,26.4
35769,9968,58.8
35771,3916,23
35772,4409,11
35773,12775,69.1
35774,237,4.5
35775,1083,15.4
35776,3592,14.5
35801,23724,588.9
35802,21829,452.9
35803,25710,206.9
35805,21200,949.7
35806,21888,314.3
35808,1445,13
35810,29503,410.4
35811,27658,216.7
35816,13923,1109.1
35824,8645,183.7
35896,700,975.7
35901,20049,130.1
35903,17125,103.7
35904,14030,118.7
35905,6144,59.6
35906,9875,108.3
35907,8511,144.7
35950,21556,180.4
35951,12911,69.4
35952,7482,27.2
35953,7522,24.8
35954,11818,45.7
35956,9161,46.3
35957,16135,76.1
35958,3832,26.3
35959,4843,30
35960,9668,27.2
35961,7003,19.7
35962,9516,40.7
35963,1139,23.7
35966,3682,18.1
35967,16373,51.4
35968,4584,33
35971,5428,33.5
35972,1211,18
35973,2856,9.7
35974,1514,46.7
35975,463,11.9
35976,17252,49.1
35978,4789,30.9
35979,1608,51.6
35980,5154,36
35981,1860,35.8
35983,3733,28.8
35984,1573,11.3
35986,8130,66.1
35987,2625,17.3
35988,2192,61.4
35989,3519,22.7
35990,117,191.5
36003,1898,8.2
36005,1640,4.2
36006,913,7.1
36009,2278,6.6
36010,4856,14.2
36013,650,12.5
36016,4807,8.2
36017,2936,20.6
36020,999,43
36022,12141,55.7
36024,4942,23.3
36025,6756,153.7
36026,1002,5.7
36027,15496,21.7
36028,1674,5.2
36029,1160,2.7
36030,645,2.8
36031,175,5.8
36032,2336,8.1
36033,4426,7.1
36034,974,5.4
36035,1468,6.8
36036,1796,7.4
36037,13306,15.1
36038,47,9.3
36039,240,2.6
36040,3584,9.9
36041,1401,9.6
36042,1774,7.1
36043,3636,13.8
36046,1413,8.4
36047,1150,4.9
36048,1470,5.3
36049,6067,13.8
36051,2106,17.5
36052,308,4.6
36053,1790,2.6
36054,16080,238.9
36064,9780,32.3
36066,19097,369.5
36067,28727,43.5
36069,1939,5
36071,457,6.3
36075,2159,9.4
36078,13178,29.5
36079,10159,18.1
36080,2084,16.2
36081,15894,27.1
36082,1271,1688.4
36083,7542,14.5
36088,4802,549.6
36089,7391,10.3
36091,3526,17.2
36092,19843,59.9
36093,11147,44.8
36104,8342,272
36105,9815,63.4
36106,15094,963
36107,7688,1145.8
36108,18299,118.2
36109,24907,826.1
36110,11829,169.7
36111,12369,1093.5
36112,320,611.9
36113,1809,252.8
36115,964,405.5
36116,44556,301.3
36117,53841,357.5
36201,18052,208.6
36203,18033,189.7
36205,688,57
36206,11541,276.2
36207,19746,103.6
36250,4958,100.7
36251,4895,13.6
36255,871,5.5
36256,1638,6.4
36258,1337,5.5
36260,4001,60.4
36262,1427,6.2
36263,434,10.3
36264,8523,14.2
36265,20694,81.7
36266,5276,12.1
36267,12,9.9
36268,5814,22.3
36269,1535,12.1
36271,5952,28.3
36272,13221,15.3
36273,3015,21.6
36274,11295,23.7
36276,2615,7.5
36277,5529,248.9
36278,4755,12.7
36279,2339,34.4
36280,3875,12.3
36301,37527,154.7
36303,31005,185.7
36305,15816,176
36310,6055,12.2
36311,2715,8.9
36312,6030,31
36313,240,28.1
36314,445,9.7
36316,1921,13.3
36317,569,5.6
36318,1571,10.3
36319,1917,8.8
36320,3708,22.5
36321,1744,91.1
36322,9201,56.1
36323,7810,13.8
36330,36607,114.1
36340,5721,44.7
36343,1343,6.1
36344,5850,17.2
36345,8845,24.5
36346,1491,11.2
36350,6628,39.4
36351,3410,15
36352,5305,26.6
36353,1720,7.9
36360,19117,43
36362,5134,60.8
36370,878,13.3
36371,597,23.9
36373,410,3.6
36374,691,6.9
36375,6962,23.4
36376,2224,41.8
36401,8109,7
36420,10369,15.5
36421,9861,17.2
36425,1127,2.6
36426,15293,12.9
36432,2223,6.5
36435,426,5.1
36436,372,6.2
36439,728,150.7
36441,4107,23.5
36442,2985,6.7
36444,924,2.6
36445,4713,12.7
36446,472,42
36451,4330,10
36453,2423,9.2
36454,39,13.9
36455,250,333.8
36456,1393,5.7
36460,9644,30
36467,9769,23.5
36470,178,1.1
36471,1057,4.9
36473,21,6.7
36474,3099,6.2
36475,2127,5.2
36476,18,16.2
36477,3898,11.3
36480,1564,4.2
36481,522,3.9
36482,573,3.4
36483,392,2
36502,18192,21.6
36505,1965,26.5
36507,22096,22
36509,2076,117.1
36511,383,63.1
36512,47,3.2
36513,1024,14.8
36518,2468,8.1
36521,5386,14.5
36522,7685,12.6
36523,2890,28.4
36524,1255,2.8
36525,1928,44.6
36526,34669,287.9
36527,15262,113.9
36528,1229,76
36529,237,3.1
36530,6939,27.5
36532,33743,145.8
36535,30187,113.1
36538,407,4.2
36539,809,4.3
36540,696,6
36541,15635,63.2
36542,13932,93.4
36543,189,87.4
36544,11396,120.2
36545,10030,9.7
36548,839,12.7
36549,4996,59.1
36550,489,1.6
36551,9029,48.9
36553,3246,12.5
36555,791,299.5
36556,601,16.6
36558,3414,6.1
36559,99,251.7
36560,3381,20.3
36561,6803,138.4
36562,1463,13.8
36564,52,135.5
36567,13935,21.4
36568,67,69.7
36569,648,5.8
36571,15407,122
36572,6165,263.8
36574,878,37
36575,21095,168.6
36576,3796,82.3
36578,1186,22.1
36579,1204,4.7
36580,5762,38.9
36581,136,1.7
36582,24628,118.4
36583,843,3.8
36584,741,4.3
36585,1031,4.5
36587,9475,38.2
36590,0,2219.8
36602,939,447.5
36603,10395,476.1
36604,9567,1528
36605,26306,637.1
36606,18879,1103.2
36607,6270,827.9
36608,35591,227.5
36609,24282,1417.4
36610,10646,637.3
36611,5837,496.2
36612,4926,625.2
36613,13475,96.1
36615,0,52.1
36616,8,1491.5
36617,13386,1136.1
36618,17451,400.7
36619,15422,320.8
36688,216,474.8
36693,20220,546.8
36695,51088,364.8
36701,21301,36.1
36703,13502,43.6
36720,1012,6.1
36722,298,5.7
36723,219,13.3
36726,4884,7.1
36727,6,0.4
36728,287,2
36732,8231,25.3
36736,1371,11.3
36738,745,5.1
36740,1347,7
36742,1606,8.7
36744,6487,12.5
36748,2707,8.2
36749,779,6.8
36750,2538,9.8
36751,585,3.9
36752,1162,4.2
36753,8,2.7
36754,400,3.3
36756,5792,5.7
36758,1355,6.2
36759,1805,3
36761,884,1.7
36763,275,2.7
36765,1239,6.8
36766,18,1.2
36767,1456,6.6
36768,898,1.8
36769,2830,7.9
36773,433,2
36775,839,3.3
36776,1694,7.1
36782,2691,4.6
36783,678,3.1
36784,7370,11.1
36785,1039,3.6
36786,2804,9.4
36790,312,10.7
36792,1103,8
36793,229,2.9
36801,24840,119.8
36804,18582,33.7
36830,39078,128.5
36832,24509,120.3
36849,4108,3139
36850,2654,6.9
36852,2317,23.4
36853,7828,17.6
36854,16045,95.6
36855,1543,8.3
36856,7415,43.4
36858,260,3.1
36859,18,2.5
36860,1889,4
36861,2817,25.5
36862,5882,10.7
36863,11604,51.2
36865,34,88.1
36866,3758,17.1
36867,22983,659.8
36869,21064,96.7
36870,21208,298.7
36871,1478,3.3
36874,7511,27.4
36875,3174,12.7
36877,13058,106.9
36879,1936,9.3
36901,327,11.8
36904,3738,7
36907,1515,6
36908,2069,7.1
36910,21,2.4
36912,2272,5.6
36913,19,2.2
36915,805,6.5
36916,846,9.2
36919,1748,5.1
36921,819,4
36922,375,2.4
36925,3520,8.8
37010,4938,23.4
37012,2337,25.4
37013,97819,753.5
37014,2738,29.1
37015,17323,43.2
37016,993,11.2
37018,2092,18.9
37019,548,16
37020,5820,20.2
37022,6473,24.7
37023,1380,38.6
37025,5820,39.8
37026,2249,17.6
37027,55130,344.6
37028,778,16.2
37029,6927,44.3
37030,7063,42.5
37031,4198,35.7
37032,4836,21.5
37033,7552,11.9
37034,7246,35.5
37035,3340,48.3
37036,5855,23.3
37037,8046,32.9
37040,50953,187.7
37042,77168,423.8
37043,47576,137.5
37046,5098,20.2
37047,2131,14.9
37048,6506,52.9
37049,3685,47.2
37050,1325,12.9
37051,3253,18.1
37052,2803,27.3
37055,27011,51.4
37057,703,10.5
37058,7758,15.2
37059,1138,22.9
37060,2344,22.4
37061,4646,20.7
37062,11736,60.8
37064,56641,104
37066,50328,144.2
37067,29595,290.5
37069,20238,197.4
37072,32033,149.8
37073,14318,101.6
37074,8667,26.2
37075,65123,385.3
37076,38957,498.3
37078,421,2.7
37079,2471,12.9
37080,7349,58.3
37082,6479,54
37083,15129,36.6
37085,4500,27.7
37086,34223,468.5
37087,46846,95.6
37090,15099,30.6
37091,22115,39.2
37095,2531,9.7
37096,5608,7.2
37097,2254,8.2
37098,6802,34.6
37101,6772,12.4
37110,33204,33.9
37115,40484,676.8
37118,1033,14.3
37122,56964,160.2
37127,17835,126
37128,51021,279
37129,58040,232.3
37130,57071,384.1
37132,2387,2110.6
37134,3049,30.2
37135,12380,99.7
37137,2872,12.5
37138,24229,482.7
37140,1330,20.2
37141,1323,22.3
37142,2134,20.1
37143,4075,53.3
37144,3195,9.9
37145,2092,11.9
37146,7551,91.8
37148,23982,63.1
37149,2713,13.1
37150,4906,17.7
37151,381,12.1
37153,6568,37
37160,33903,55.1
37165,43,106.8
37166,14358,33.5
37167,59055,330.9
37171,532,16.4
37172,29194,61.3
37174,34873,148.7
37175,970,5.1
37178,2171,18
37179,15738,85
37180,3986,37
37181,1963,12.6
37183,3121,15.7
37184,6002,19.3
37185,8428,14.4
37186,9353,33.7
37187,7360,36.7
37188,15133,174.9
37189,3801,50.1
37190,8430,23.1
37191,3881,37.4
37201,1372,2699.4
37203,14232,1093.9
37204,14768,627.8
37205,24785,639.8
37206,25470,1284.5
37207,38583,708.9
37208,17582,1343.8
37209,38794,376.7
37210,17935,670.9
37211,76834,1350.2
37212,21031,2804.7
37213,100,116.3
37214,30151,445.3
37215,22414,523.9
37216,18609,1018.2
37217,31218,791.9
37218,15198,145.5
37219,1134,2111.8
37220,5763,300.1
37221,40425,273.5
37228,1206,303.3
37240,778,17901.7
37243,0,0
37246,0,0
37301,1194,10.2
37302,4920,87.8
37303,24146,65.9
37305,868,17.3
37306,2322,9
37307,4798,36.3
37308,2888,29.2
37309,2588,21.7
37310,4677,37.9
37311,27752,196
37312,34481,199.9
37313,1451,19.6
37315,1566,5223.9
37317,2643,12.3
37318,1586,63.9
37321,19345,65.3
37322,8359,24
37323,31178,98.4
37324,5683,28.5
37325,1709,25.7
37326,479,92.3
37327,11711,21.3
37328,1270,17.5
37329,5811,37.3
37330,6979,72.7
37331,7430,71.1
37332,2547,15.5
37333,517,18
37334,22935,32.9
37335,2924,22.9
37336,4381,37.4
37337,1750,9
37338,3547,15.9
37339,2532,22.2
37340,597,18.9
37341,11212,148.6
37342,4000,18
37343,41655,367.6
37345,2522,15.5
37347,7871,60.2
37348,784,12.1
37350,1992,496.9
37351,375,329
37352,3058,25.4
37353,5387,47.4
37354,17438,55.2
37355,26366,45.5
37356,2617,39.7
37357,5653,15.1
37359,758,8.4
37360,1440,24
37361,1349,31.1
37362,3528,17.3
37363,40041,169.4
37365,1039,11.2
37366,852,7.1
37367,12152,12.8
37369,906,3.3
37370,4962,28.5
37373,3029,28.7
37374,2403,9.8
37375,4022,21.8
37376,351,1.9
37377,15691,79.2
37379,27532,98.1
37380,6402,18.5
37381,9105,24.6
37385,8284,12.8
37387,3112,35.1
37388,25511,102.1
37391,1321,24
37394,88,348.7
37396,198,25.4
37397,9525,24
37398,14601,52.7
37402,4199,998.6
37403,7199,1310.5
37404,12772,1044.2
37405,16163,101.5
37406,13937,460.7
37407,10535,985.4
37408,1690,299.4
37409,2691,250.7
37410,3764,509
37411,17006,783.1
37412,21128,925.9
37415,23967,507
37416,15364,492
37419,6552,52.7
37421,50927,587.4
37601,35920,302.5
37604,35754,391.3
37614,1942,2576.3
37615,21819,207.6
37616,4606,42
37617,13870,93.2
37618,13011,71.4
37620,38969,118.5
37640,3777,13.7
37641,9407,36.2
37642,15327,98.9
37643,33578,101.1
37645,5044,328.5
