zip,population,density
56227,178,1.3
56228,1003,5.8
56229,1850,7.4
56230,820,5.4
56231,379,1.5
56232,2500,6.4
56235,518,2.5
56236,345,1.4
56237,496,3.5
56239,622,8.6
56240,1065,2.7
56241,3856,10.9
56243,1685,7.1
56244,1538,4.8
56245,630,4.4
56248,804,2.3
56249,283,1.7
56251,902,11.3
56252,1200,6.6
56253,1181,3.7
56255,377,3.8
56256,2386,4.3
56257,490,2.3
56258,15503,31.2
56260,900,3.8
56262,708,4.2
56263,519,4.2
56264,2187,6.7
56265,7322,11.2
56266,1476,6.1
56267,6913,13
56270,1085,10.2
56271,1167,3.1
56273,4772,18.8
56274,137,0.9
56276,216,2.1
56277,3148,11.5
56278,2642,7.8
56279,1350,8.2
56280,472,2.7
56281,644,19.4
56282,1641,5.5
56283,6291,14.5
56284,2205,5.8
56285,1128,4.3
56287,78,71.2
56288,4850,38.6
56289,705,5
56291,411,2.9
56292,600,4.1
56293,1287,5.6
56294,76,125.2
56295,291,5.4
56296,1948,3.1
56297,940,5.1
56301,35051,168.8
56303,24674,898.7
56304,16641,103.2
56307,5515,18.6
56308,25080,59.5
56309,1292,8.4
56310,5425,27.6
56311,757,4.1
56312,2622,5.3
56313,92,283.4
56314,1094,11.4
56315,1663,8.8
56316,1466,4.5
56318,1089,12
56319,1299,12.7
56320,8306,58.2
56321,1512,921
56323,539,5.3
56324,1170,7.6
56325,197,515.1
56326,1492,6.2
56327,800,6.2
56328,169,35.4
56329,7524,14.9
56330,1723,16.4
56331,2221,11.2
56332,1546,10.7
56334,5556,10.6
56335,268,154.2
56336,1474,11.8
56338,1627,3.9
56339,1094,6.9
56340,2315,17.9
56342,2661,5.6
56343,957,5.2
56345,14557,25.1
56347,7165,14.6
56349,849,6.6
56350,499,1
56352,6020,20
56353,9313,18.7
56354,1387,12.6
56355,555,8.6
56356,282,308.4
56357,1080,10.7
56358,3326,10.2
56359,3563,7.7
56360,3729,11.6
56361,2292,6
56362,5840,15.3
56363,180,175.6
56364,5622,8.8
56367,6614,23.9
56368,4578,23.7
56369,667,217.2
56371,105,84.7
56373,3155,11.7
56374,10622,56.3
56375,916,89.8
56376,343,76.3
56377,18743,325.7
56378,7896,14.2
56379,17017,69
56381,2441,6.3
56382,1442,8.2
56384,417,116.4
56385,786,5.5
56386,622,12.6
56387,7316,306.7
56389,115,74.3
56401,29575,35
56425,8192,155.9
56431,8834,7.6
56433,1653,5.8
56434,342,6.1
56435,2499,5.7
56436,39,39.7
56437,1458,8
56438,2922,7.9
56440,1482,10
56441,3848,17.5
56442,2261,25.9
56443,1340,5.4
56444,3094,21.4
56446,1406,6.2
56447,914,4.5
56448,285,4.8
56449,1789,7.4
56450,933,15.3
56452,1845,6.9
56453,905,6.2
56455,1970,23.6
56456,52,26
56458,359,5.4
56461,3346,4.6
56464,4603,6.6
56465,1976,20.6
56466,2990,6.4
56467,2561,7.6
56468,4483,34.4
56469,1091,1.4
56470,10592,10.2
56472,7854,18.5
56473,3488,16.2
56474,4080,6.7
56475,1687,9.5
56477,2790,4.5
56479,5146,10.5
56481,1945,5.3
56482,6825,19.6
56484,3500,13.7
56501,17313,33.6
56510,2330,3.8
56511,1907,11.2
56514,3674,6.7
56515,3007,11.2
56516,273,1.4
56517,244,1.1
56518,398,8
56519,232,1.2
56520,3828,12.5
56521,745,4.3
56522,455,1.4
56523,534,2.5
56524,610,6.3
56525,100,19.6
56527,858,6.2
56528,1681,10
56529,4370,315.7
56531,1967,4.8
56533,315,6.3
56534,1246,7.3
56535,1235,6.3
56536,388,1.8
56537,18894,25.1
56540,2150,4
56541,37,4.6
56542,2839,5.7
56543,225,1.6
56544,5531,10.6
56545,657,1.7
56546,258,2.2
56547,2738,6.7
56548,791,4.6
56549,4824,8.3
56550,458,2.8
56551,2033,8
56552,451,3.4
56553,200,1.8
56554,2759,8.9
56556,1096,4.5
56557,2835,4.4
56560,43862,99.4
56565,34,1.4
56566,528,14.4
56567,3341,8.3
56568,188,1.6
56569,1303,4.1
56570,1165,4.9
56571,1827,15.1
56572,5309,12.9
56573,6210,16.7
56574,184,1.7
56575,801,2
56576,829,7.8
56577,4,26.7
56578,705,4.2
56579,1184,2.2
56580,1379,7.1
56581,219,2.8
56583,112,0.8
56584,1356,4.4
56585,1090,3.4
56586,1927,9.9
56587,1246,9.5
56588,502,4.1
56589,2161,3.1
56590,308,1.9
56591,190,76
56592,496,3.4
56593,0,303.3
56594,486,1.8
56601,34281,34
56621,4871,5.7
56623,2635,2.2
56626,285,2.4
56627,273,0.1
56628,1674,2.6
56629,195,0.3
56630,2216,3
56633,4490,8
56634,1423,5.3
56636,4979,4.4
56637,178,3.7
56639,436,0.6
56641,322,4
56644,842,2.9
56646,518,1.7
56647,848,4
56649,9210,14.9
56650,739,1.6
56651,630,3.1
56652,604,2.5
56653,1275,0.8
56654,140,0.5
56655,1612,4.8
56657,328,2.1
56658,0,0
56659,88,1.6
56660,335,0.5
56661,865,0.9
56662,483,3.3
56663,161,1.5
56666,1080,9.4
56667,581,2.8
56668,151,334.4
56669,341,0.7
56670,1471,12
56671,3294,5.9
56672,2003,1.9
56673,719,2.6
56676,1564,3.1
56678,1201,4.1
56680,146,1.6
56681,274,1.2
56683,708,4.8
56684,320,1.1
56685,95,0.4
56686,901,2.2
56687,55,15.4
56688,137,0.5
56701,13019,12.8
56710,607,4.5
56711,0,2
56713,1026,2.1
56714,1217,2.2
56715,325,2.1
56716,9274,11.5
56720,18,1.2
56721,10180,20.7
56722,341,1
56723,925,3.3
56724,148,0.5
56725,973,1.3
56726,1760,2
56727,657,0.4
56728,1455,2.7
56729,119,0.9
56731,74,1
56732,1102,3.1
56733,356,1
56734,463,1
56735,742,0.9
56736,992,3.3
56737,837,1.8
56738,1453,3
56741,0,1.8
56742,947,2.8
56744,504,2.3
56748,688,2.7
56750,2300,4.2
56751,5536,4.6
56754,572,5.7
56755,86,0.8
56756,721,2.9
56757,870,1.6
56758,374,1.5
56759,254,1
56760,337,1.9
56761,443,1.8
56762,2587,2.8
56763,5157,8.2
57001,1581,5.1
57002,1078,5.6
57003,2071,15.1
57004,3722,6.5
57005,11560,78.7
57006,26315,60.9
57010,399,3.4
57012,1198,5.3
57013,5046,12.5
57014,1408,4.3
57015,824,6.2
57016,756,7.9
57017,1464,4.1
57018,1455,6.5
57020,1479,35.8
57021,210,3.4
57022,4831,14.7
57024,488,5.2
57025,2986,8.1
57026,1198,3.6
57027,112,7.2
57028,3504,6.7
57029,2206,4.1
57030,2898,7.6
57031,801,5.9
57032,8066,46.7
57033,5467,15.5
57034,830,3.8
57035,1154,5.4
57036,632,3.4
57037,1023,3.2
57038,1580,12
57039,3561,14.3
57040,343,2.3
57041,95,12.6
57042,9338,15.8
57043,1339,4.9
57045,1117,3.2
57046,870,5.1
57047,241,6.7
57048,1182,3.5
57049,6399,157.9
57050,324,1.8
57051,260,1.6
57052,366,2.4
57053,1774,5.1
57054,495,1.7
57055,1231,24.2
57057,222,2
57058,2048,4.8
57059,1243,3.9
57061,74,181.6
57062,2334,9.2
57063,912,4.3
57064,6393,75.3
57065,360,5.1
57066,1592,5
57067,459,3.2
57068,1444,13
57069,11970,28.2
57070,1537,5.7
57071,3079,8.9
57072,556,2.6
57073,746,4
57075,1093,5.1
57076,373,1.6
57077,1643,11.2
57078,19107,66.2
57103,36033,1108.9
57104,26046,357.1
57105,22501,1231.8
57106,46442,510.7
57107,10102,64
57108,22449,216.1
57110,17125,234.4
57117,34,250.7
57197,936,4411.5
57201,25277,29.8
57212,2049,3.5
57213,738,2.7
57214,48,7.1
57216,1081,6.4
57217,243,0.9
57218,358,1.8
57219,472,1.4
57220,745,2.7
57221,742,3
57223,1245,4.1
57224,178,1.5
57225,1906,2.6
57226,1900,4.2
57227,309,3.9
57231,1640,2.4
57232,288,1.4
57233,152,1.3
57234,1352,4.9
57235,897,2.4
57236,138,0.9
57237,705,2.7
57238,534,2.5
57239,226,1.9
57241,1210,4
57242,405,2
57243,780,2
57245,176,100.4
57246,195,2
57247,295,2.1
57248,971,6
57249,831,2.6
57251,173,1
57252,4807,11.4
57255,323,2
57256,102,1.7
57257,655,4.2
57258,124,1.2
57259,432,1.4
57260,910,2.6
57261,415,1.8
57262,5693,5.5
57263,417,1.9
57264,289,2
57265,188,1.1
57266,609,1.8
57268,456,2.7
57269,290,1.6
57270,939,2.1
57271,286,1.1
57272,272,2
57273,1164,2.9
57274,2589,2.8
57276,1275,3.6
57278,816,1.6
57279,1155,2.8
57301,18465,29.3
57311,1607,3.4
57312,620,1.9
57313,1285,2.5
57314,787,1
57315,1118,3.2
57317,652,1.3
57319,782,2.6
57321,456,1.3
57322,413,0.7
57323,220,0.9
57324,345,2
57325,3112,5.4
57328,1114,2.7
57329,313,1.6
57330,468,1.9
57331,429,2.4
57332,904,2.7
57334,969,3.2
57335,283,0.9
57337,165,0.7
57339,1605,4.6
57340,327,1.7
57341,108,0.2
57342,587,1.3
57344,154,1.7
57345,1154,0.7
57346,62,0.5
57348,586,0.8
57349,1449,2.5
57350,15604,18.2
57353,800,1
57355,1165,1.3
57356,1960,5.1
57358,35,13.9
57359,848,1.5
57361,216,26.5
57362,2072,1.7
57363,995,2.2
57364,21,163.5
57365,575,3.3
57366,2435,3.9
57367,232,21.9
57368,1167,2
57369,2515,2.2
57370,761,1.5
57371,163,0.5
57373,509,0.8
57374,293,1.8
57375,657,1.7
57376,970,2.5
57379,83,0.6
57380,3905,4.8
57381,509,0.6
57382,1376,1.4
57383,799,1.1
57384,913,1.5
57385,1086,2
57386,224,1.5
57401,32900,39.9
57420,68,0.6
57421,129,0.9
57422,249,0.8
57424,249,0.7
57426,51,3.5
57427,775,4
57428,695,1.5
57429,82,1.3
57430,2455,2.4
57432,391,1.8
57433,231,1.2
57434,441,0.8
57435,245,0.7
57436,459,0.7
57437,1380,0.9
57438,1554,1.3
57439,60,4
57440,622,1.7
57441,535,0.8
57442,1801,1.1
57445,1985,3.1
57446,398,1.2
57448,496,0.8
57449,195,0.7
57450,574,1.3
57451,2117,2
57452,271,0.5
57454,618,1.4
57455,88,0.3
57456,816,0.8
57457,92,0.3
57460,362,1.2
57461,336,1.2
57465,319,0.9
57466,226,0.3
57467,302,0.6
57468,390,1.2
57469,3480,4.4
57470,94,0.4
57471,585,0.8
57472,1039,1.3
57473,127,0.4
57474,215,1.3
57475,94,0.5
57476,424,1.1
57477,166,0.5
57479,549,4.8
57481,464,1.3
57501,16876,10.8
57520,97,0.4
57521,175,0.2
57522,552,1.5
57523,947,1.6
57528,851,1.4
57529,384,0.6
57531,115,0.3
57532,2946,0.9
57533,1939,1.8
57534,302,0.4
57536,359,0.5
57537,105,0.2
57538,240,0.9
57540,111,0.3
57541,208,0.5
57543,883,0.7
57544,506,0.5
57547,133,0.2
57548,1535,4.6
57551,2308,1.2
57552,612,0.2
57553,97,0.2
57555,4424,3.5
57559,512,0.6
57560,563,1
57562,59,0.3
57563,265,3.2
57564,1030,0.7
57566,1214,2.3
57567,1483,0.6
57568,665,0.7
57569,267,0.5
57570,2019,8.4
57571,4,13.7
57572,1854,4.3
57574,159,0.2
57576,199,0.4
57577,1635,2
57579,1318,0.8
57580,3998,1.6
57584,57,0.5
57585,155,0.3
57601,3881,7.4
57620,485,0.5
57621,370,1.5
57622,440,1.1
57623,1066,0.5
57625,4410,1.3
57626,1060,0.3
57630,29,1.1
57631,421,0.9
57632,634,1.2
57633,427,0.2
57634,183,0.2
57636,208,3.1
57638,1817,0.8
57639,338,6.9
57640,161,0.2
57641,354,0.3
57642,1997,1.3
57644,224,0.2
57645,170,0.3
57646,278,0.6
57648,304,1
57649,245,0.2
57650,30,0.2
57651,129,0.1
57652,423,0.4
57656,849,0.6
57657,230,0.3
57658,379,1.3
57660,103,0.1
57661,94,1.6
57701,45670,236.9
57702,34801,43.6
57703,16294,42.7
57706,3035,174
57714,810,1.8
57716,507,1
57717,8000,2.5
57718,7205,107.6
57719,8053,14.5
57720,726,0.2
57722,210,0.2
57724,233,0.2
57725,273,0.5
57730,5767,3.8
57732,2120,6.6
57735,1232,0.6
57738,117,0.4
57741,84,13.8
57744,2123,1.7
57745,2240,2.2
57747,5915,5.1
57748,392,0.3
57750,224,0.4
57751,1000,4.8
57752,1755,2.1
57754,3788,6.2
57755,115,0.2
57756,698,3.3
57758,91,0.1
57759,527,3.6
57760,1158,0.4
57761,1457,0.9
57762,647,1.9
57763,280,0.3
57764,2021,2.1
57766,219,0.7
57767,139,0.4
57769,3976,10.7
57770,6266,10.2
57772,2571,1.6
57773,188,4.6
57775,271,0.3
57776,0,0
57779,191,3.2
57780,46,0.1
57782,39,0.2
57783,15527,23.5
57785,9054,6.1
57787,429,0.2
57788,402,0.9
57790,1043,0.6
57791,300,0.4
57792,176,0.2
57793,2318,5
57794,489,4.9
57799,684,1835
58001,29,88.1
58002,37,2.5
58004,253,1.8
58005,920,3.3
58006,423,2.7
58007,103,0.9
58008,209,1.6
58009,12,0.9
58011,446,1.4
58012,2746,14.2
58013,130,0.5
58015,255,5.8
58016,119,1.1
58017,277,0.6
58018,366,1.7
58021,433,2.7
58027,1319,2.9
58029,96,1.2
58030,675,2
58031,442,1
58032,735,2.7
58033,517,1.1
58035,238,1.1
58036,279,1.4
58038,353,1.5
58040,1142,4.4
58041,1518,3
58042,1317,12.4
58043,144,1.1
58045,2253,4.2
58046,615,1
58047,4107,19.7
58048,399,1.5
58049,386,0.8
58051,1850,5.1
58052,531,1.5
58053,1177,2
58054,3055,4.2
58056,168,0.8
58057,93,0.6
58058,90,2.5
58059,1348,3.7
58060,1170,2.1
58061,360,2.6
58062,141,1.2
58063,393,1.1
58064,548,1.1
58065,48,0.4
58067,237,1.7
58068,383,1.1
58069,100,1.2
58071,417,1.5
58072,7587,9.8
58075,9231,14.4
58076,355,2443.8
58077,685,2.2
58078,34969,259.2
58079,503,1.5
58081,871,2
58102,29911,368.9
58103,49344,1616.9
58104,40832,381.6
58105,2387,1672.9
58201,39928,190.6
58202,1737,4317.3
58203,17094,103.9
58204,2347,105.7
58205,338,622.7
58210,335,0.8
58212,535,0.9
58214,308,2.1
58216,156,0.9
58218,953,2.2
58219,33,3.4
58220,2052,5.3
58222,304,1.4
58223,219,1.2
58224,75,1.3
58225,924,1.8
58227,499,1.8
58228,807,3.3
58229,112,0.5
58230,620,1.6
58231,348,1.5
58233,228,1.6
58235,440,1.8
58237,5264,8.6
58238,184,0.7
58239,14,0.3
58240,1128,3.3
58241,163,1
58243,619,2.4
58244,118,1.3
58249,2372,2.4
58250,210,1
58251,2031,4
58254,425,1.9
58256,871,3.7
58257,2081,7.1
58258,331,2.6
58259,352,1.1
58260,183,0.5
58261,1281,3
58262,89,2.9
58265,447,2.3
58266,167,0.7
58267,1348,2.5
58269,245,1
58270,1835,5.3
58271,612,2.7
58272,255,1
58273,270,1.6
58274,978,2.8
58275,745,2.8
58276,559,1.6
58277,158,1
58278,1903,6.2
58281,138,0.4
58282,1460,2.3
58301,10256,15.7
58311,68,0.2
58316,6982,21.2
58317,213,0.6
58318,3886,5
58321,111,0.5
58323,76,0.3
58324,1397,2.1
58325,36,0.3
58327,345,1
58329,3362,5.6
58330,308,0.8
58331,81,0.5
58332,300,0.6
58335,1975,22.3
58338,71,0.5
58339,26,0.6
58341,2589,2.2
58343,63,0.5
58344,924,1.8
58345,128,0.4
58346,649,1.2
58348,755,1.1
58351,492,1.1
58352,501,0.8
58353,113,0.6
58355,76,0.7
58356,1755,2.3
58357,377,1.2
58361,228,0.6
58362,18,1
58363,136,0.5
58365,237,0.4
58366,1300,1.7
58367,1753,5.2
58368,3691,2.3
58369,1111,7
58370,1270,9.6
58372,128,0.4
58374,580,0.9
58377,301,0.6
58379,354,10
58380,433,1
58381,342,0.8
58382,189,0.5
58384,460,0.5
58385,216,0.7
58386,121,0.4
58401,17107,15.7
58402,250,582.5
58405,428,3601.2
58413,981,1
58415,229,0.9
58416,388,1
58418,332,0.6
58420,342,0.7
58421,2675,2.8
58422,166,0.5
58423,36,0.3
58424,291,0.6
58425,1349,2.5
58426,242,0.6
58428,254,0.7
58429,348,1
58430,109,0.5
58431,118,0.7
58433,1102,1.4
58436,1703,2.4
58438,719,1.6
58439,110,0.8
58440,105,0.3
58441,437,1
58442,467,0.8
58443,217,0.8
58444,199,0.4
58445,260,1.1
58448,275,0.9
58451,171,0.5
58452,39,6.4
58454,391,0.6
58455,393,0.8
58456,567,0.9
58458,1162,2.8
58460,209,0.5
58461,429,0.8
58463,649,0.6
58464,228,0.5
58466,327,0.9
58467,733,1
58472,479,1
58474,2643,2.7
58475,181,0.4
58476,264,0.4
58477,150,0.4
58478,110,0.3
58479,227,1.2
58480,331,1
58481,257,0.8
58482,990,1.7
58483,287,0.8
58484,32,0.4
58486,247,0.6
58487,419,0.7
58488,206,0.4
58490,199,0.7
58492,501,1.3
58494,250,0.4
58495,1367,1.4
58496,188,0.3
58497,229,1.1
58501,30050,446.4
58503,33225,74.8
58504,27101,90.9
58505,0,3.4
58520,246,0.6
58521,615,1.7
58523,3721,5.3
58524,91,0.4
58528,785,4.6
58529,616,0.6
58530,1056,1.4
58531,355,1
58532,267,0.5
58533,1021,1.2
58535,662,0.7
58538,2608,5.5
58540,2828,2.4
58541,490,0.8
58542,259,0.6
58544,582,0.6
58545,3573,4.3
58549,256,0.4
58552,1668,1.3
58554,25735,14.4
58558,1073,2
58559,214,0.5
58560,144,0.7
58561,1070,1.3
58562,411,0.5
58563,2191,1.4
58564,75,0.3
58565,237,28
58566,103,0.8
58568,705,0.4
58569,73,0.2
58570,423,0.5
58571,490,2
58572,287,0.7
58573,579,1.3
58575,784,1.5
58576,954,2.2
58577,1895,3.4
58579,1519,1.8
58580,243,1.1
58581,265,0.7
58601,26769,14.2
58620,104,0.2
58621,1357,1.2
58622,1922,0.9
58623,2275,1.6
58625,393,0.7
58626,349,0.6
58627,143,0.2
58630,744,1
58631,1166,1.2
58632,182,0.7
58634,365,0.2
58636,1090,0.6
58638,1143,1.1
58639,1856,1.6
58640,1565,1.2
58641,87,0.4
58642,303,0.8
58643,161,0.3
58645,282,0.2
58646,1210,0.8
58647,1230,0.9
58649,302,0.5
58650,376,0.5
58651,558,0.3
58652,1278,1
58653,695,0.6
58654,357,0.2
58655,513,1.9
58656,509,0.8
58701,32844,49.6
58702,0,0
58703,22581,46.6
58704,4775,1064.1
58705,525,1948.5
58707,515,3088.5
58710,524,1
58711,264,0.7
58712,108,0.5
58713,18,0.5
58716,154,0.8
58718,841,1
58721,544,0.9
58722,1786,9.3
58723,254,0.4
58725,425,0.9
58727,264,0.4
58730,1299,2
58731,266,1
58733,341,1.7
58734,386,0.5
58735,308,0.6
58736,631,1.1
58737,192,0.4
58740,775,1.7
58741,580,1.3
58744,95,0.6
58746,1348,1.4
58748,137,0.5
58750,535,0.9
58752,177,1.3
58755,88,0.6
58756,172,1.1
58757,897,0.9
58758,234,0.8
58759,783,1.4
58760,316,0.6
58761,895,1.5
58762,206,0.9
58763,4166,2.6
58765,553,0.6
58768,298,1.4
58769,190,0.4
58770,1635,1.9
58771,603,0.6
58772,151,1.1
58773,948,0.8
58775,148,1.3
58776,207,0.7
58778,180,0.4
58779,491,0.5
58781,805,2.5
58782,476,0.9
58783,354,0.5
58784,3324,2.8
58785,1169,9.2
58787,166,0.5
58788,1257,0.8
58789,301,0.9
58790,1770,3.3
58792,335,0.5
58793,528,1.4
58794,222,0.6
58795,209,0.4
58801,30367,8.5
58830,279,0.3
58831,736,0.6
58833,80,0.4
58835,421,0.5
58838,151,0.3
58843,584,0.8
58844,93,0.2
58845,335,0.6
58847,418,0.6
58849,790,1.3
58852,1584,1.9
58853,196,30
58854,8529,1.8
58856,107,0.3
59001,1384,4
59002,222,1
59003,1343,0.7
59006,967,5.5
59007,270,0.8
59008,490,1.6
59010,139,0.1
59011,3136,1.2
59012,190,0.4
59013,157,16.3
59014,1733,1.4
59015,413,0.9
59016,1131,1.1
59018,519,1.1
59019,4544,4.5
59020,46,0.1
59022,2359,4.5
59024,387,0.3
59025,46,0
59026,165,3.6
59027,678,1.5
59028,547,0.8
59029,742,2.8
59030,1273,1
59031,380,1.9
59032,474,0.4
59033,289,1.7
59034,5549,2.6
59035,182,1.2
59036,1433,1
59037,1706,3.4
59038,652,0.3
59039,39,0
59041,1773,3.8
59043,2995,2.8
59044,11880,23.9
59046,395,0.3
59047,12530,5.1
59050,1541,1.1
59052,138,0.1
59053,402,0.2
59054,250,0.2
59055,85,0.1
59057,753,1
59058,29,0
59059,171,0.2
59061,243,0.4
59062,7,0.1
59063,1951,10.9
59064,272,0.7
59065,167,1.3
59066,586,0.9
59067,191,0.2
59068,3564,2.6
59069,570,0.5
59070,866,2.6
59071,179,0.4
59072,4396,1.6
59074,307,0.3
59075,265,0.4
59076,88,1.1
59077,126,0.1
59078,183,0.2
59079,3327,3.8
59081,20,4
59082,57,51.3
59085,122,0.1
59086,879,0.6
59087,371,0.1
59088,1437,1.6
59089,420,0.7
59101,41440,30
59102,46952,1217.4
59105,31560,110
59106,17334,49.2
59201,5583,1.4
59211,145,0.5
59212,598,0.5
59213,763,0.7
59214,98,0.1
59215,920,0.3
59217,125,11.1
59218,926,1.1
59219,298,0.3
59221,1870,2.3
59222,136,0.4
59223,339,0.6
59225,491,0.7
59226,401,0.5
59230,4613,1.1
59231,489,51.1
59240,31,0.2
59241,486,0.1
59242,61,0.8
59243,245,0.3
59244,24,0.1
59247,321,0.8
59248,618,0.5
59250,172,0.1
59252,106,0.2
59253,92,0.2
59254,2157,2.9
59255,3487,2
59256,57,0.4
59257,34,0.2
59258,94,0.2
59259,322,0.2
59260,166,0.1
59261,506,0.4
59262,751,0.9
59263,1489,0.8
59270,8806,2.9
59274,272,0.2
59275,353,0.4
59276,21,0.1
59301,11492,1.4
59311,147,0.1
59312,26,0
59313,2319,1
59314,82,0.2
59315,86,0.3
59317,1084,0.2
59318,143,0.1
59322,39,0.1
59323,2520,14.3
59324,946,0.2
59326,222,0.3
59327,2691,0.5
59330,8628,2.6
59332,207,0.1
59333,14,1.1
59336,210,0.1
59337,768,0.1
59338,135,0.7
59339,148,0.2
59343,128,0.2
59344,420,0.3
59347,262,0.1
59349,1135,0.3
59351,208,0.1
59353,1175,0.4
59354,38,0.4
59401,13720,1711.7
59404,27618,28.7
59405,31337,29.9
59410,607,0.2
59411,678,0.7
59412,1539,1.8
59414,1027,210
59416,273,0.4
59417,7653,2.1
59418,182,0.4
59419,104,0.4
59420,245,0.4
59421,1696,1
59422,2623,1
59424,73,0.5
59425,3506,2.6
59427,4724,1.7
59430,354,0.3
59432,106,0.8
59433,527,0.6
59434,644,0.6
59436,2005,2.7
59440,115,0.4
59441,59,0.1
59442,1857,0.8
59443,402,3.8
59444,223,0.4
59446,612,0.3
59447,209,0.2
59448,743,2.5
59450,503,0.5
59451,196,0.4
59452,515,0.5
59453,285,0.3
59454,160,0.6
59456,413,0.2
59457,9026,3.3
59460,161,0.3
59461,39,0.2
59462,172,0.5
59463,88,0.3
59464,424,0.9
59465,40,0.5
59466,133,0.2
59467,117,0.4
59468,624,0.9
59469,158,0.6
59471,279,0.1
59472,712,6.3
59474,3634,2.1
59477,477,2.8
59479,747,0.5
59480,678,0.6
59482,589,0.9
59483,600,2
59484,95,0.3
59485,624,13.5
59486,1360,0.9
59487,1298,9.1
59489,322,0.2
59501,12739,3.8
59520,1130,0.4
59521,3764,4.6
59522,1775,0.8
59523,2193,0.6
59524,677,0.4
59525,298,0.4
59526,2662,1.2
59527,1087,1.8
59528,274,0.5
59529,188,0.2
59530,71,0.2
59531,305,0.4
59532,168,0.3
59535,77,0
59537,40,0.1
59538,2913,0.5
59540,283,0.4
59542,155,0.3
59544,231,0.1
59545,44,0.2
59546,87,0.1
59547,63,0.5
59601,31464,81.8
59602,26635,17.6
59631,250,0.5
59632,1615,1.5
59633,258,0.4
59634,5431,12.1
59635,6818,39
59636,26,2.4
59638,605,2.5
59639,1118,0.7
59640,67,10
59642,51,0.2
59643,384,0.8
59644,4416,2.1
59645,1717,0.4
59647,324,1.6
59648,506,0.4
59701,33646,28.3
59703,50,18.5
59710,255,0.2
59711,8905,5.6
59713,205,0.5
59714,20288,15.8
59715,35317,26.3
59716,2612,1.7
59718,35923,44.2
59720,123,0.2
59721,502,0.6
59722,5737,6.1
59724,67,0.1
59725,7999,1.4
59727,214,0.3
59728,311,0.6
59729,2220,1.5
59730,2026,1
59731,100,0.6
59732,321,0.4
59733,302,0.4
59735,255,0.7
59736,103,0.1
59739,222,0.1
59740,289,1.6
59741,4617,10.7
59743,103,0.6
59745,85,0.3
59746,132,0.2
59747,177,1.1
59748,214,4.8
59749,1924,2.9
59750,354,1.8
59751,217,0.3
59752,3378,3.4
59754,1108,1.3
59755,215,1
59756,477,15.5
59758,1464,2.1
59759,3798,3.1
59760,284,1.7
59761,293,0.1
59762,257,0.2
59801,32653,1755.9
59802,19437,154.4
59803,17881,78.5
59804,8294,23.1
59808,19018,52.7
59820,1925,1.3
59821,2653,3.9
59823,2066,1.9
59824,1509,7.7
59825,2427,1.8
59826,419,0.5
59827,225,1.5
59828,5781,12.8
59829,2308,1.4
59830,177,1.7
59831,423,1.6
59832,729,1.1
59833,5656,12.1
59834,2718,11.8
59837,511,0.9
59840,13690,10.8
59841,945,273.1
59842,17,0.3
59843,275,0.3
59844,668,2.4
59845,1295,1
59846,1174,3
59847,5712,6.1
59848,148,1.2
59851,104,309.8
59853,702,1
59854,197,0.2
59855,1008,508.3
59856,431,1.7
59858,1326,0.7
59859,2997,1.8
59860,9895,15.8
59863,38,2.4
59864,7186,13.8
59865,3726,7.9
59866,854,1.6
59867,71,0.2
59868,1847,4.4
59870,10121,14.6
59871,298,0.3
59872,2023,1.9
59873,3535,1.6
59874,1401,1.7
59875,3961,10.5
59901,54647,42.4
59910,617,2.5
59911,8226,7.6
59912,14841,37.2
59913,509,4.6
59914,208,6.5
59915,391,4.6
59916,169,0.5
59917,4811,6.3
59918,650,2.5
59919,575,0.3
59920,1689,3.6
59922,2136,27.5
59923,9282,2.8
59925,1377,1.5
59926,391,20.5
59927,410,0.6
59928,187,0.1
59929,257,1.5
59930,506,4
59931,270,12.4
59932,1240,24
59933,79,2.1
59934,501,1.1
59935,3529,1.5
59936,401,0.2
59937,13931,16.1
60002,24066,287.9
60004,50915,1762
60005,29539,1725.4
60007,33420,927.1
60008,21833,1697.4
60010,46087,230.6
60012,10958,248.2
60013,25827,710.9
60014,48443,743.6
60015,27452,763.3
60016,59637,2169.2
60018,30386,707.9
60020,9827,822.2
60021,5548,980.7
60022,8477,799.2
60025,41014,1312.2
60026,14118,1263.7
60029,560,222.6
60030,36817,542.7
60031,37172,775.9
60033,13681,44.3
60034,2077,30.3
60035,29734,904.1
60040,5366,2961.7
60041,8897,372.1
60042,8420,724.8
60043,2512,1579.5
60044,10003,498.9
60045,21131,380.9
60046,35286,591.7
60047,42637,461.1
60048,29058,408.8
60050,32732,436.3
60051,23298,303.8
60053,23256,1787
60056,55250,1984.2
60060,37208,609.7
60061,27004,1248.1
60062,40459,832.5
60064,15705,1146.6
60067,38177,1085.6
60068,37736,2040.2
60069,8186,476
60070,16049,1711
60071,3581,53.5
60072,1021,45
60073,61706,1132.5
60074,39478,2110.9
60076,31867,2409.9
60077,28329,2572.4
60081,9660,220.2
60083,9990,143.7
60084,16612,444
60085,70850,1841.6
60087,26678,777.6
60088,12662,2578.9
60089,41392,1646
60090,38476,1548.6
60091,27367,1949.9
60093,19441,887
60096,6803,551.1
60097,10826,294.5
60098,32526,118.2
60099,30934,529.2
60101,39216,1306.1
60102,32739,860.2
60103,42196,842.3
60104,18999,3122.6
60106,20462,871.4
60107,40437,1933.4
60108,22766,1213
