Zip,Median,Mean
79521,"35,686","48,066"
79525,"46,422","52,402"
79526,"39,395","54,113"
79527,"52,863","66,992"
79528,846,961
79529,331,483
79530,"61,467","82,019"
79532,"36,018","48,510"
79533,"46,124","52,600"
79534,"40,033","47,918"
79535,"47,543","60,309"
79536,"46,264","52,901"
79537,"47,543","60,309"
79538,"38,704","48,493"
79539,"35,071","54,672"
79540,"52,222","59,306"
79541,"61,205","81,229"
79543,"48,420","53,905"
79544,"35,071","54,672"
79545,"47,494","60,247"
79546,"36,543","45,475"
79547,"35,071","54,672"
79548,"35,071","54,672"
79549,"44,766","59,945"
79553,"34,782","49,019"
79556,"38,129","48,061"
79560,"47,613","53,617"
79561,"47,905","56,255"
79562,"60,350","79,888"
79563,"45,985","54,714"
79565,"35,833","48,314"
79566,"52,550","68,344"
79567,"39,826","46,311"
79601,"22,145","27,140"
79602,"48,442","60,595"
79603,"34,023","41,966"
79605,"36,265","45,611"
79606,"63,454","73,525"
79607,"39,401","45,239"
79701,"37,286","51,586"
79703,"50,805","56,495"
79705,"71,342","103,016"
79706,"58,196","70,296"
79707,"69,587","99,252"
79713,"44,523","62,619"
79714,"50,266","78,451"
79718,"16,773","29,326"
79719,"40,077","48,254"
79720,"39,831","51,006"
79730,"50,833","60,481"
79731,"50,421","57,254"
79733,"73,254","78,996"
79734,"43,750","53,089"
79735,"38,535","48,101"
79738,"58,409","93,416"
79739,"61,075","77,065"
79741,"30,258","48,435"
79742,"40,077","48,254"
79743,"50,063","59,539"
79744,"50,829","60,709"
79745,"43,946","50,870"
79748,"55,649","60,716"
79749,"38,544","57,520"
79752,"41,797","55,631"
79754,"83,889","81,800"
79755,"62,857","67,925"
79756,"41,702","53,334"
79758,"52,825","101,564"
79759,"30,258","48,435"
79761,"39,891","52,293"
79762,"54,068","71,749"
79763,"43,183","51,300"
79764,"44,593","58,765"
79765,"63,604","95,551"
79766,"42,343","75,518"
79770,"34,853","37,147"
79772,"37,412","42,477"
79777,"40,077","48,254"
79778,"62,785","67,883"
79780,"16,773","29,326"
79781,"44,789","53,552"
79782,"38,419","54,744"
79783,"38,750","59,333"
79785,"34,853","37,147"
79788,"40,077","48,254"
79789,"40,139","50,140"
79821,"28,312","38,129"
79830,"15,703","23,282"
79831,"37,463","64,248"
79834,"37,463","64,248"
79835,"26,161","36,085"
79836,"29,472","39,124"
79837,"49,842","70,135"
79838,"25,235","34,300"
79839,"22,647","34,453"
79842,"37,463","64,248"
79843,447,632
79845,"25,969","36,682"
79846,"26,632","37,619"
79847,"27,495","42,619"
79848,71,83
79849,"26,369","29,316"
79851,"22,647","34,453"
79852,"37,463","64,248"
79853,"22,460","30,480"
79854,"39,848","48,353"
79855,"35,492","56,042"
79901,"12,338","16,078"
79902,"29,171","48,877"
79903,"29,882","39,229"
79904,"28,262","38,075"
79905,"18,245","25,810"
79906,"36,613","43,194"
79907,"25,992","36,192"
79908,"67,148","70,938"
79911,"87,668","95,364"
79912,"61,389","75,931"
79915,"23,887","32,131"
79916,"36,832","43,462"
79920,"32,292","40,928"
79922,"81,538","121,710"
79924,"39,266","45,684"
79925,"42,478","50,465"
79927,"30,583","39,345"
79928,"41,332","52,005"
79930,"28,789","40,489"
79932,"54,351","67,240"
79934,"58,641","65,661"
79935,"37,204","49,700"
79936,"50,133","58,748"
79938,"47,801","57,624"
79942,"50,653","70,186"
80002,"48,822","63,847"
80003,"57,384","65,358"
80004,"64,730","76,219"
80005,"82,459","89,959"
80007,"129,125","152,423"
80010,"29,469","36,467"
80011,"40,642","47,525"
80012,"39,442","48,346"
80013,"69,220","76,613"
80014,"48,192","60,543"
80015,"84,469","93,487"
80016,"111,406","127,106"
80017,"54,458","62,013"
80018,"77,617","88,186"
80019,"58,825","72,867"
80020,"76,815","90,056"
80021,"70,750","79,724"
80022,"53,746","59,901"
80023,"103,703","118,306"
80024,"43,367","51,971"
80025,"98,393","115,024"
80026,"70,380","87,451"
80027,"91,486","111,815"
80030,"40,546","48,643"
80031,"71,893","83,310"
80033,"47,755","59,311"
80045,"31,222","32,293"
80101,"50,611","67,684"
80102,"74,211","82,120"
80103,"70,418","75,784"
80104,"80,366","94,052"
80105,"67,456","79,599"
80106,"24,567","30,754"
80107,"84,807","99,983"
80108,"132,069","165,156"
80109,"103,068","117,576"
80110,"37,580","47,666"
80111,"102,466","138,763"
80112,"77,982","97,550"
80113,"89,235","128,677"
80116,"114,262","139,457"
80117,"67,664","85,471"
80118,"106,549","124,475"
80120,"55,714","72,577"
80121,"94,568","137,318"
80122,"83,053","94,570"
80123,"71,300","87,324"
80124,"104,012","127,181"
80125,"106,823","116,609"
80126,"107,745","127,729"
80127,"101,405","116,963"
80128,"83,669","93,969"
80129,"106,662","122,848"
80130,"103,525","114,330"
80131,"126,538","142,695"
80132,"104,769","120,875"
80133,"81,487","91,597"
80134,"99,993","112,093"
80135,"107,203","123,055"
80136,"69,417","76,497"
80137,"80,254","90,684"
80138,"94,778","110,124"
80202,"55,448","84,968"
80203,"37,803","52,320"
80204,"32,811","43,100"
80205,"41,394","53,800"
80206,"58,610","91,240"
80207,"53,151","78,549"
80209,"82,848","120,332"
80210,"62,912","94,512"
80211,"44,350","59,213"
80212,"52,599","65,804"
80214,"39,607","48,817"
80215,"53,032","69,561"
80216,"28,058","41,594"
80218,"50,281","73,901"
80219,"36,375","45,277"
80220,"64,491","94,863"
80221,"42,702","52,159"
80222,"47,429","64,644"
80223,"39,016","48,068"
80224,"43,989","62,656"
80226,"51,554","61,654"
80227,"57,192","73,496"
80228,"76,213","88,192"
80229,"46,793","54,100"
80230,"57,045","94,644"
80231,"40,034","58,018"
80232,"58,437","67,484"
80233,"61,280","67,132"
80234,"64,407","82,637"
80235,"56,975","75,929"
80236,"47,703","57,260"
80237,"53,774","76,421"
80238,"117,952","130,700"
80239,"49,027","58,182"
80241,"87,810","92,710"
80246,"45,520","65,109"
80247,"34,579","45,603"
80249,"66,545","71,886"
80260,"39,770","46,279"
80301,"74,192","109,036"
80302,"48,062","77,143"
80303,"59,503","78,625"
80304,"74,045","103,035"
80305,"75,551","96,073"
80310,"31,638","43,323"
80401,"68,695","91,899"
80403,"90,321","111,272"
80420,"61,017","62,214"
80421,"71,730","79,714"
80422,"58,703","71,047"
80423,"79,476","100,124"
80424,"62,489","77,800"
80425,"84,345","94,320"
80426,"83,210","105,703"
80427,"58,036","70,220"
80428,"61,442","71,084"
80432,"39,148","49,084"
80433,"95,100","112,700"
80434,"37,222","53,537"
80435,"74,881","87,421"
80436,"54,614","58,824"
80438,"54,427","58,513"
80439,"96,557","126,194"
80440,"55,049","58,631"
80442,"60,942","68,444"
80443,"81,760","94,181"
80444,"54,427","58,513"
80446,"62,223","66,187"
80447,"62,904","65,046"
80448,"72,486","77,012"
80449,"49,057","61,396"
80451,"60,857","68,450"
80452,"55,122","68,433"
80453,"114,296","142,113"
80454,"87,054","96,230"
80455,"96,015","136,103"
80456,"39,344","49,328"
80457,"70,645","90,453"
80459,"57,963","67,981"
80461,"41,288","49,198"
80463,"71,418","83,190"
80465,"89,672","108,623"
80466,"84,722","103,282"
80467,"51,800","60,346"
80468,"57,963","67,981"
80469,"49,854","59,852"
80470,"83,124","96,541"
80471,"84,722","103,282"
80473,"37,222","53,537"
80475,"73,895","79,365"
80476,"54,427","58,513"
80477,"58,237","74,358"
80478,"60,949","68,432"
80479,"60,625","62,583"
80480,"37,222","53,537"
80481,"91,646","128,571"
80482,"61,363","67,716"
80483,"60,625","62,583"
80487,"67,180","81,496"
80488,"58,237","74,358"
80497,"72,060","91,949"
80498,"72,011","92,027"
80501,"46,665","60,066"
80503,"77,792","104,460"
80504,"76,696","87,010"
80510,"58,991","72,277"
80511,"57,134","82,636"
80512,"58,875","84,751"
80513,"79,806","87,955"
80514,"53,063","60,702"
80515,"65,210","87,614"
80516,"100,396","112,190"
80517,"53,762","75,746"
80520,"63,601","69,635"
80521,"33,647","45,237"
80524,"56,254","71,076"
80525,"65,005","83,700"
80526,"54,911","67,808"
80528,"85,599","102,469"
80530,"66,424","75,286"
80532,"70,195","94,428"
80534,"73,166","80,056"
80535,"53,169","75,020"
80536,"53,356","80,662"
80537,"60,602","69,682"
80538,"64,623","78,696"
80540,"71,894","102,313"
80542,"81,837","98,378"
80543,"61,800","70,041"
80544,"99,207","124,216"
80545,"44,773","66,159"
80546,"82,951","89,232"
80547,"95,599","99,018"
80549,"65,490","75,071"
80550,"72,019","84,291"
80601,"65,682","72,256"
80602,"91,377","107,604"
80603,"69,313","81,428"
80610,"51,732","66,282"
80611,"54,906","64,496"
80612,"57,420","68,724"
80615,"60,209","83,315"
80620,"43,642","51,360"
80621,"54,721","61,088"
80622,"57,520","70,469"
80623,"46,915","59,516"
80624,"62,787","82,503"
80631,"27,778","36,300"
80634,"59,764","72,772"
80640,"68,181","75,712"
80642,"64,762","73,506"
80643,"64,294","69,015"
80644,"64,392","85,675"
80645,"49,874","62,168"
80648,"54,906","64,496"
80649,"59,847","69,963"
80650,"52,238","65,998"
80651,"68,969","77,887"
80652,"63,724","67,902"
80653,"57,106","70,390"
80654,"52,295","62,858"
80701,"43,511","49,379"
80705,"38,750","50,313"
80720,"37,574","48,362"
80721,"44,406","57,421"
80722,"46,963","60,553"
80723,"41,547","55,142"
80726,"43,106","47,050"
80727,"38,708","52,076"
80728,"50,787","63,123"
80729,"54,906","64,496"
80731,"43,874","52,606"
80733,"46,585","57,502"
80734,"44,404","57,452"
80735,"45,205","62,857"
80736,"46,275","56,999"
80737,"37,625","49,649"
80740,"45,304","56,262"
80741,"47,112","61,053"
80742,"54,906","64,496"
80743,"44,675","55,619"
80744,"37,625","49,649"
80745,"46,026","56,648"
80746,"43,300","51,554"
80747,"42,813","46,438"
80749,"37,625","49,649"
80750,"57,989","71,733"
80751,"41,982","54,761"
80754,"54,906","64,496"
80755,"45,205","62,857"
80757,"45,304","56,262"
80758,"82,211","115,522"
80759,"37,894","50,624"
80801,"45,304","56,262"
80802,"47,125","57,621"
80804,"37,049","52,482"
80805,"41,743","51,501"
80807,"41,749","50,531"
80808,"57,699","66,130"
80809,"58,646","86,001"
80810,"47,125","57,621"
80812,"45,304","56,262"
80813,"38,568","46,180"
80814,"64,952","71,729"
80815,"39,630","51,429"
80816,"56,097","65,523"
80817,"56,881","62,235"
80818,"42,250","59,580"
80819,"58,548","85,402"
80820,"54,333","67,981"
80821,"37,317","52,713"
80822,"37,722","50,439"
80823,"37,049","52,482"
80824,"38,445","51,639"
80825,"47,125","57,621"
80827,"57,230","67,779"
80828,"44,403","62,610"
80829,"47,697","72,752"
80830,"44,034","54,549"
80831,"48,755","55,332"
80832,"59,153","67,040"
80833,"43,467","55,425"
80834,"39,000","50,893"
80835,"44,034","54,549"
80836,"41,793","54,339"
80840,"22,043","24,417"
80860,"30,938","55,543"
80861,"41,245","53,663"
80862,"47,125","57,621"
80863,"67,896","77,625"
80864,"48,125","57,413"
80902,"38,642","47,730"
80903,"35,789","46,570"
80904,"44,940","60,126"
80905,"35,665","46,196"
80906,"68,001","87,837"
80907,"45,139","56,640"
80908,"104,627","116,927"
80909,"39,139","49,218"
80910,"33,375","41,159"
80911,"58,647","65,043"
80913,"45,519","76,856"
80914,"42,833","51,698"
80915,"46,732","56,178"
80916,"41,214","45,636"
80917,"52,407","65,934"
80918,"61,105","73,504"
80919,"84,220","105,879"
80920,"90,169","100,744"
80921,"106,001","118,253"
80922,"71,791","80,286"
80923,"74,313","80,265"
80924,"102,083","101,583"
80925,"62,377","65,231"
80926,"85,245","98,451"
80927,"67,264","77,566"
80928,"51,537","58,296"
80929,"59,913","65,870"
80930,"55,168","62,460"
80938,"67,264","77,566"
80951,"60,027","71,739"
81001,"33,151","44,280"
81003,"18,648","27,286"
81004,"28,844","37,449"
81005,"50,002","60,307"
81006,"53,631","69,981"
81007,"60,184","68,438"
81008,"51,934","65,748"
81019,"46,964","54,815"
81020,"2,739","3,233"
81021,"40,089","52,660"
81022,"51,844","59,175"
81023,"57,908","71,678"
81024,"36,732","44,233"
81025,"40,891","49,116"
81027,"51,204","60,423"
81029,"41,696","58,967"
81030,"57,404","67,504"
81033,"38,189","47,929"
81036,"40,089","52,660"
81038,"36,412","45,452"
81039,"35,808","44,218"
81040,"44,607","61,873"
81041,"39,215","52,879"
81043,"35,060","43,723"
81044,"36,412","45,452"
81045,"40,089","52,660"
81047,"35,616","44,949"
81049,"51,204","60,423"
81050,"39,971","47,458"
81052,"34,199","43,707"
81054,"36,429","45,497"
81055,"44,607","61,873"
81057,"36,412","45,452"
81058,"33,320","45,272"
81059,"50,357","59,718"
81062,"38,189","47,929"
81063,"38,170","48,004"
81064,"42,438","59,081"
81067,"30,981","39,403"
81069,"46,361","55,745"
81071,"40,089","52,660"
81073,"30,923","39,017"
81076,"38,189","47,929"
81077,"48,949","52,519"
81081,"51,204","60,423"
81082,"29,134","40,605"
81084,"39,256","54,341"
81087,"30,854","38,890"
81089,"28,300","42,104"
81090,"41,696","58,967"
81091,"48,308","58,174"
81092,"48,880","62,309"
81101,"33,412","43,964"
81120,"30,636","42,606"
81121,"53,125","103,866"
81122,"58,704","72,432"
81123,"33,591","47,904"
81124,"36,345","46,866"
81125,"31,512","40,833"
81126,"18,355","30,945"
81128,"66,697","98,302"
81129,"28,750","41,199"
81130,"53,786","98,713"
81131,"34,087","48,777"
81132,"36,875","45,225"
81133,"33,629","47,947"
81136,"4,114","5,530"
81137,"101,872","143,183"
81138,"18,355","30,945"
81140,"35,398","46,159"
81141,"28,750","41,199"
81143,"34,087","48,777"
81144,"38,638","47,299"
81147,"57,536","80,551"
81148,"28,750","41,199"
81149,"34,087","48,777"
81151,"34,895","45,592"
81152,"18,387","30,981"
81154,"50,861","61,131"
81155,"34,087","48,777"
81201,"31,918","41,138"
81210,"60,578","82,689"
81211,"43,328","59,606"
81212,"33,409","45,053"
81220,"51,110","82,976"
81221,"31,750","51,060"
81222,"40,637","53,421"
81223,"40,637","53,421"
81224,"60,662","80,433"
81225,"60,699","80,436"
81226,"19,808","28,102"
81227,"49,720","63,745"
81230,"45,017","59,051"
81231,"35,502","42,844"
81232,"40,637","53,421"
81233,"40,637","53,421"
81235,"74,659","87,472"
81236,"46,892","61,469"
81237,"60,504","84,081"
81239,"60,504","84,081"
81240,"46,388","55,241"
81241,"60,504","84,081"
81242,"49,370","63,319"
81243,"44,654","78,921"
81244,"31,750","51,060"
81248,"35,189","50,249"
81251,"38,716","44,746"
81252,"39,909","56,220"
81253,"38,576","55,377"
81301,"55,053","72,387"
81303,"59,772","73,990"
81321,"42,341","55,591"
81323,"46,051","56,838"
81324,"43,024","57,002"
81325,"51,430","58,217"
81326,"60,392","74,839"
81327,"48,710","60,846"
81328,"49,239","67,660"
81330,"49,196","69,166"
81331,"48,710","60,846"
81334,"32,500","36,686"
81335,"48,710","60,846"
81401,"47,075","56,086"
81403,"53,184","65,720"
81410,"44,979","56,487"
81411,"39,779","50,484"
81413,"36,788","53,829"
81415,"39,562","49,341"
81416,"43,695","50,081"
81418,"45,120","56,700"
81419,"39,718","49,357"
81422,"39,779","50,484"
81423,"52,381","59,791"
81424,"39,779","50,484"
81425,"44,978","55,360"
81426,"77,284","84,144"
81427,"58,393","70,058"
81428,"46,425","53,144"
81429,"39,779","50,484"
81430,"76,828","83,692"
81431,"40,352","50,907"
81432,"58,435","70,089"
81433,"43,783","49,896"
81434,"44,654","78,921"
81435,"63,554","92,324"
81501,"34,912","45,160"
81503,"50,322","59,059"
81504,"52,726","59,049"
81505,"58,944","82,877"
81506,"63,048","89,012"
81507,"72,815","97,265"
81520,"41,225","48,964"
81521,"60,258","72,894"
81522,"57,188","73,971"
81523,"57,188","73,971"
81524,"67,865","97,897"
81525,"67,865","97,897"
81526,"59,697","74,530"
81527,"57,188","73,971"
81601,"46,364","56,974"
81610,"49,583","55,444"
81611,"63,506","147,811"
81612,"57,204","91,665"
81615,"68,044","105,989"
81620,"62,447","87,023"
81621,"71,650","90,053"
81623,"65,741","81,010"
81624,"56,667","70,399"
81625,"54,807","60,703"
81630,"56,645","70,695"
81631,"76,782","85,602"
81632,"82,215","118,222"
81633,"49,583","55,444"
81635,"56,491","73,360"
81637,"71,592","78,893"
81638,"49,583","55,444"
81639,"53,122","65,086"
81640,"49,583","55,444"
81641,451,505
81642,"57,204","91,665"
81643,"56,667","70,399"
81645,"71,833","76,829"
81646,"56,667","70,399"
81647,"66,268","81,127"
81648,"65,511","67,246"
81649,"71,833","76,829"
81650,"68,158","71,230"
81652,"65,991","75,741"
81653,"54,939","62,507"
81654,"66,774","104,311"
81655,"81,331","99,823"
81656,"57,204","91,665"
81657,"72,693","128,226"
82001,"50,426","57,290"
82005,"56,532","54,173"
82007,"42,610","50,919"
82009,"68,863","86,891"
82050,"59,938","75,661"
82051,"73,864","121,888"
82052,"73,864","121,888"
82053,"59,938","75,661"
82054,"59,938","75,661"
82055,"73,864","121,888"
82058,"73,864","121,888"
82059,"72,126","99,185"
82060,"59,938","75,661"
82061,"72,126","99,185"
82063,"130,509","211,407"
82070,"46,669","60,138"
82072,"41,110","52,606"
82073,"51,566","69,853"
82081,"70,984","86,378"
82082,"94,001","126,366"
82083,"66,511","106,478"
82084,"73,864","121,888"
82190,"60,622","88,772"
82201,"43,292","56,904"
82210,"42,936","56,111"
82212,"46,347","53,025"
82213,"43,445","50,138"
82214,"43,445","50,138"
82215,"43,445","50,138"
82217,"44,009","56,845"
82219,"46,654","52,524"
82221,"44,009","56,845"
82222,"45,813","57,504"
82223,"46,412","52,919"
82224,"45,813","57,504"
82225,"45,830","57,400"
82227,"45,813","57,504"
82229,"58,036","78,573"
82240,"42,940","54,997"
82242,"45,813","57,504"
82243,"44,009","56,845"
82244,"44,009","56,845"
82301,"59,157","70,108"
82321,"66,089","75,735"
82322,"73,044","95,667"
82323,"66,089","75,735"
82324,"38,698","48,192"
82325,"56,306","61,613"
82327,"38,876","48,371"
82329,"41,244","53,528"
82331,"56,263","61,550"
82332,"63,553","72,075"
82334,"66,089","75,735"
82335,"38,698","48,192"
82336,"73,044","95,667"
82401,"49,831","66,770"
82410,"40,528","58,269"
82411,"52,923","67,884"
82412,"47,148","60,067"
82414,"45,569","58,093"
82420,"47,148","60,067"
82421,"48,973","62,631"
82422,"54,148","68,834"
82423,"47,980","61,236"
82426,"53,639","68,439"
82428,"40,114","57,948"
82430,"45,521","51,163"
82431,"47,154","60,074"
82432,"40,114","57,948"
82433,"54,358","72,155"
82434,"48,751","64,647"
82435,"47,867","64,343"
82440,"55,579","71,908"
82441,"47,636","63,783"
82442,"53,686","81,843"
82443,"42,768","53,059"
82450,"54,358","72,155"
82501,"47,788","60,672"
82510,"51,116","59,564"
82512,"39,398","50,242"
82513,"38,486","63,873"
82514,"39,398","50,242"
82515,"52,816","61,640"
82516,"45,407","55,182"
82520,"49,108","58,756"
82523,"55,936","65,052"
82601,"50,586","62,953"
82604,"61,844","74,269"
82609,"50,944","73,835"
82620,"76,666","90,485"
82630,"77,538","91,702"
82633,"53,428","65,846"
82635,"57,434","66,215"
82636,"63,260","87,105"
82637,"57,321","67,271"
82638,"77,538","91,702"
82639,"49,114","65,152"
82640,"47,578","63,779"
82642,"55,728","65,184"
82643,"57,434","66,215"
82644,"30,134","41,202"
82646,"77,538","91,702"
82648,"77,538","91,702"
82649,"53,837","62,775"
82701,"53,600","61,676"
82710,"50,180","58,622"
82711,"51,724","61,876"
82712,"46,848","51,597"
82714,"49,394","56,964"
82716,"67,575","78,431"
82718,"84,197","92,820"
82720,"51,715","61,858"
82721,"52,106","62,682"
82723,"52,440","71,016"
82725,"71,962","78,474"
82727,"75,939","85,397"
82729,"47,156","52,334"
82730,"52,431","70,787"
82731,"71,962","78,474"
82732,"87,033","98,100"
82801,"81,981","103,361"
82831,"58,017","73,201"
82832,"55,392","73,476"
82833,"57,576","76,186"
82834,"45,525","61,248"
82835,"57,576","76,186"
82836,"57,182","68,869"
82837,"57,576","76,186"
82838,"57,182","68,869"
82839,"57,182","68,869"
82842,"57,576","76,186"
82844,"57,182","68,869"
82845,"57,576","76,186"
82901,"72,663","82,105"
82922,"70,164","82,633"
82923,"70,051","85,951"
82925,"70,594","90,251"
82929,"57,196","70,741"
82930,"56,871","68,061"
82932,"73,044","95,667"
82933,"66,500","69,012"
82934,"57,196","70,741"
82935,"68,798","77,771"
82936,"66,500","69,012"
82937,"66,500","69,012"
82938,"82,181","84,880"
82939,"66,500","69,012"
82941,"70,013","87,081"
82942,"73,044","95,667"
82943,"53,644","58,953"
82944,"65,518","69,698"
82945,"73,044","95,667"
83001,"69,108","98,010"
83011,"82,894","147,861"
83012,"82,894","147,861"
83013,"82,894","147,861"
83014,"67,956","106,793"
83025,"82,894","147,861"
83101,"56,892","67,975"
83110,"56,543","59,229"
83111,"99,426","110,497"
83112,"2,904","3,042"
83113,"70,263","79,703"
83114,"48,750","56,362"
83115,"70,164","82,621"
83116,"57,802","69,272"
83119,"56,833","59,533"
83120,"44,059","52,500"
83121,"57,802","69,272"
83122,"56,833","59,533"
83123,"48,750","56,362"
83124,"48,750","56,362"
83126,"56,833","59,533"
83127,91,95
83201,"44,067","55,000"
83202,"47,374","56,483"
83203,"30,229","36,174"
83204,"47,917","58,340"
83209,"43,219","62,083"
83210,"44,291","57,148"
83211,"37,498","51,292"
83212,"49,794","51,719"
83213,"39,413","49,322"
83214,"50,439","58,381"
83215,"44,291","57,148"
83217,"46,027","54,448"
83218,"45,763","55,416"
83220,"44,589","53,336"
83221,"46,201","57,635"
83223,"44,589","53,336"
83226,"41,879","50,212"
83227,"41,910","50,235"
83228,"40,779","53,395"
83232,"40,779","53,395"
83233,"37,029","45,718"
83234,"50,439","58,381"
83235,"43,315","50,172"
83236,"45,923","55,894"
83237,"48,207","56,533"
83238,"37,029","45,718"
83239,"44,457","53,203"
83241,"46,014","54,445"
83243,"44,599","47,202"
83244,"39,413","49,322"
83245,"74,107","86,607"
83246,"50,439","58,381"
83250,"50,439","58,381"
83251,"41,910","50,235"
83252,"44,599","47,202"
83253,"43,788","50,151"
83254,"37,936","46,632"
83255,"40,080","49,566"
83261,"44,589","53,336"
83262,"53,870","61,083"
83263,"45,250","55,284"
83271,"50,032","51,926"
83272,"43,912","52,654"
83274,"46,570","54,881"
83276,"44,690","53,137"
83277,"44,291","57,148"
83278,"41,910","50,235"
83281,"50,439","58,381"
83283,"40,779","53,395"
83285,"63,433","77,364"
83286,"40,779","53,395"
83287,"44,589","53,336"
83301,"43,274","51,250"
83302,"48,103","54,133"
83311,"42,639","46,232"
83312,"98,242","110,829"
83313,"61,528","72,459"
83314,"35,020","46,478"
83316,"38,972","53,922"
83318,"41,536","50,942"
83320,"60,354","66,516"
83321,"44,981","61,740"
83322,"44,145","55,294"
83323,"45,635","52,177"
83324,"45,714","52,737"
83325,"39,563","51,435"
83327,"44,145","55,294"
83328,"38,134","48,073"
83330,"34,741","46,357"
83332,"40,611","48,106"
83333,"62,139","77,478"
83334,"43,732","54,615"
83335,"39,563","51,435"
83336,"35,890","47,416"
83337,"42,912","54,726"
83338,"40,942","48,049"
83340,"60,336","88,101"
83341,"44,150","52,634"
83342,"98,311","110,863"
83344,"44,106","68,666"
83346,"47,657","57,775"
83347,"42,187","53,247"
83348,"60,325","66,372"
83349,"45,714","52,737"
83350,"41,890","48,353"
83352,"45,941","53,041"
83353,"55,025","77,245"
83354,"54,972","77,137"
83355,"39,614","47,513"
83401,"50,445","58,098"
83402,"49,858","64,152"
83404,"60,257","76,878"
83406,"55,326","67,002"
83414,"82,894","147,861"
83420,"41,384","53,478"
83421,"42,120","52,929"
83422,"53,364","61,275"
83423,"40,909","52,228"
83424,"53,364","61,275"
83425,"41,875","52,594"
83427,"61,047","64,394"
83428,"71,058","87,149"
83429,"52,813","54,685"
83431,"52,248","59,348"
83433,"52,813","54,685"
83434,"52,359","59,345"
83435,"41,774","52,556"
83436,"42,948","56,570"
83440,"35,520","47,811"
83442,"54,355","62,048"
83443,"62,853","74,057"
83444,"41,875","52,594"
83445,"43,055","52,869"
83446,"40,909","52,228"
83448,"54,816","60,730"
83449,"71,058","87,149"
83450,"41,875","52,594"
83451,"41,542","54,262"
83452,"53,364","61,275"
83454,"61,054","68,690"
83455,"53,364","61,275"
83460,"25,691","34,309"
83462,"33,650","49,779"
83463,"31,873","44,806"
83464,"45,000","50,131"
83465,"45,072","50,094"
83466,"32,979","47,902"
83467,"35,779","46,978"
83468,"43,123","50,040"
83469,"30,833","41,895"
83501,"44,428","56,436"
83520,"44,035","51,846"
83522,"36,708","47,903"
83523,"38,017","46,834"
83524,"40,350","53,733"
83525,"37,628","60,985"
83526,"33,263","41,726"
83530,"35,169","42,590"
83533,"33,194","41,602"
83535,"48,140","56,314"
83536,"32,250","41,178"
83537,"50,806","57,279"
83539,"35,361","51,076"
83540,"40,459","54,007"
83541,"41,809","52,744"
83542,"26,250","34,304"
83543,"37,188","46,164"
83544,"42,679","51,547"
83545,"40,459","54,007"
83546,"36,232","50,149"
83547,"26,250","34,304"
83548,"38,474","48,989"
83549,"26,275","34,363"
83552,"34,879","45,858"
83553,"36,232","50,149"
83554,"34,442","41,786"
83555,"39,492","48,694"
83601,"36,007","51,543"
83602,"48,789","56,525"
83604,"33,245","49,644"
83605,"36,904","45,006"
83607,"47,198","56,563"
83610,"33,967","44,323"
83611,"49,896","55,342"
83612,"33,828","46,665"
83615,"51,253","64,886"
83616,"82,748","111,303"
83617,"42,502","51,487"
83619,"41,460","50,050"
83622,"48,789","56,525"
83623,"36,051","51,514"
83624,"35,146","49,824"
83626,"49,731","59,175"
83627,"36,028","51,111"
83628,"36,197","47,351"
83629,"48,509","56,301"
83631,"48,789","56,525"
83632,"33,665","46,259"
83633,"36,007","51,543"
83634,"59,157","66,767"
83636,"43,406","54,871"
83637,"48,789","56,525"
83638,"50,378","65,275"
83639,"31,305","42,829"
83641,"48,294","60,715"
83642,"61,637","74,914"
83643,"33,665","46,259"
83644,"51,002","61,579"
83645,"33,967","44,323"
83646,"67,067","82,568"
83647,"49,981","56,078"
83648,"30,740","44,597"
83650,"33,245","49,644"
83651,"40,616","49,821"
83654,"40,751","64,122"
83655,"46,517","58,639"
83656,"38,148","45,952"
83657,"43,613","52,383"
83660,"38,608","47,198"
83661,"43,820","45,562"
83666,"48,789","56,525"
83669,"70,526","89,716"
83670,"43,903","52,615"
83671,"33,836","52,092"
83672,"38,000","51,715"
83676,"43,392","53,398"
83677,"49,859","56,632"
83686,"51,881","60,828"
83687,"44,475","52,906"
83702,"51,775","76,099"
83703,"53,017","66,720"
83704,"47,828","56,642"
83705,"40,610","51,547"
83706,"51,721","63,864"
83709,"62,844","71,667"
83712,"72,567","113,184"
83713,"66,873","82,311"
83714,"54,802","67,634"
83716,"78,747","86,985"
83801,"53,147","64,169"
83802,"36,760","41,989"
83803,"53,017","66,904"
83804,"38,553","48,768"
83805,"35,594","44,712"
83806,"55,030","62,826"
83808,"36,760","41,989"
83809,"50,904","57,267"
83810,"42,638","54,346"
83811,"40,000","57,225"
83812,"36,760","41,989"
83813,"50,904","57,267"
83814,"43,747","59,551"
83815,"48,410","60,898"
83821,"49,833","60,058"
83822,"38,482","48,009"
83823,"54,865","62,642"
83824,"37,701","45,858"
83825,"42,334","57,504"
83826,"38,230","42,740"
83827,"36,232","50,149"
83830,"37,280","44,075"
83832,"47,198","54,563"
83833,"46,217","59,082"
83834,"44,010","51,255"
83835,"49,623","62,657"
83836,"39,916","57,313"
83837,"34,177","39,988"
83839,"36,760","41,989"
83840,"38,937","58,328"
83841,"41,298","54,208"
83842,"46,255","59,137"
83843,"33,966","45,745"
83844,"17,250","32,087"
83845,"38,230","42,740"
83846,"38,669","45,604"
83847,"32,750","46,840"
